_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3216917,324283623,23172192,27,2023-10-29T17:56:00,"Bausman St & Saw Mill Run Blvd Pittsburgh, PA 15226",N,Bon Air,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3714 Careless Driving,1806,4,5,-80.00607064470294,40.41107707940415
3216918,324302968,23172447,18,2023-10-30T06:00:00,"7400 Block Tioga St Pittsburgh, PA 15208",Y,Homewood South,5,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,1303,9,2,-79.89474536678411,40.4531251863429
3216919,324329573,23172577,10,2023-10-30T11:52:00,"300 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,201,6,6,-79.99988451131611,40.43824823859988
3216920,324340608,23172623,0,2023-10-30T13:19:00,"6800 Block Mc Pherson Blvd Pittsburgh, PA 15208",N,Point Breeze North,4,99,9994 PFA Service,1405,9,2,-79.90833513853711,40.4546578651435
3216921,324348842,23172652,14,2023-10-30T07:00:00,"50 Block Greenbush St Pittsburgh, PA 15211",N,Mount Washington,3,CRIM MISCHIEF,3304 Criminal Mischief.,1914,2,5,-80.0082256676869,40.42766196846956
3216922,324296083,23172440,10,2023-10-30T05:29:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,305,6,3,-79.97998240539275,40.44358891030736
3216923,-3646541430,23172539,6,2023-10-30T05:12:00,"400 Block Belonda St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1914,2,5,-80.0126606197163,40.429241512421946
3216924,324355587,23172666,6,2023-10-30T16:40:00,"200 Block 4th Ave Pittsburgh, PA 15222",Y,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,,,-79.88534154462992,40.38846890032874
3216925,324360379,23172677,99,2023-10-30T16:11:00,"1400 Block Benton Ave Pittsburgh, PA 15212",N,Brighton Heights,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2701,1,1,-80.0370203138271,40.48435193508315
3216926,324595581,23174267,14,2023-11-02T12:15:00,"1400 Block Westmoreland St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,3304 Criminal Mischief.,1202,9,2,-79.89441736198593,40.46808246212377
3216927,324595866,23174274,6,2023-11-02T12:00:00,"2400 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1609,3,3,-79.97086068651069,40.42788269881993
3216928,324603810,23174319,99,2023-11-02T14:24:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",Y,California-Kirkbride,1,AIDED CASE,9497 Aided Case,2507,6,1,-80.01656850562077,40.45687440924445
3216929,324605498,23174207,6,2023-11-02T10:30:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.92217494469345,40.46516578481274
3216930,324611200,23143398,10,2023-11-02T16:50:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Lawrenceville,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 3304 Criminal Mischief.,201,6,6,-79.99688178462712,40.43480407292362
3216931,324612911,23174328,99,2023-11-02T14:46:00,"300 Block Meredith St Pittsburgh, PA 15210",N,Carrick,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2902,4,3,-79.98299448070195,40.397769775792355
3216932,324614018,23172443,29,2023-10-30T05:39:00,"800 Block N Lang Ave Pittsburgh, PA 15208",N,Homewood South,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1303,9,2,-79.89887584415702,40.45700286801745
3216933,324616372,23174427,10,2023-11-02T18:05:00,"4500 Block Browns Hill Rd Pittsburgh, PA 15217",Y,Hazelwood,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1515,5,3,-79.92593904344548,40.41760695776521
3216934,324370838,23172861,0,2023-10-30T23:15:00,"1800 Block Davis Ave Pittsburgh, PA 15212",N,Brighton Heights,1,99,9994 PFA Service,2701,1,1,-80.0418455028157,40.47989913355437
3216935,324427167,23173122,99,2023-10-31T12:19:00,"1500 Block Reedsdale St Pittsburgh, PA 15233",Y,Chateau,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2108,6,1,-80.02753315880543,40.449910195343605
3216936,324447638,23173254,29,2023-10-31T17:08:00,"900 Block Woodlow St Pittsburgh, PA 15205",N,Crafton Heights,6,RUNAWAYS - JUVENILE,029 Missing Juvenile,2814,2,5,-80.05235068795939,40.44581914329684
3216937,324450425,23173288,27,2023-10-31T18:05:00,"Baum Blvd & N Craig St Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3746 Immediate Notice of Accident to Police Department,507,6,3,-79.95333726290204,40.454001660633956
3216938,324452310,23173343,99,2023-10-31T19:45:00,"300 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,,,-80.05815333640635,40.504457377253146
3216939,324420112,23173041,18,2023-10-31T10:05:00,"Kilday Way & E Lockhart St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,2304,1,1,-79.99972387541392,40.45246142290711
3216940,324421721,23173091,17,2023-10-31T11:45:00,Zone 6,N,,6,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
3216941,324421758,23173104,6,2023-10-31T02:21:00,"1100 Block New Hampshire Dr Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2704,1,1,-80.02572602127425,40.4663049746871
3216942,324425650,23173060,18,2023-10-31T10:35:00,"Avery St & Nash St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3323 Stop Signs and Yield Signs.,2304,1,1,-79.99805764567533,40.4533457534354
3216943,324443590,23173247,99,2023-10-31T16:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,PROSTITUTION INVESTIGATION,9126 Prostitution Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3216944,324450792,23173306,6,2023-10-30T09:00:00,"4100 Block Willow St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,901,7,2,-79.96411365905745,40.47152044786417
3216945,324454203,23173363,6,2023-10-31T20:24:00,"3400 Block Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,405,3,3,-79.9609006805401,40.43841907083526
3216946,324495052,23173652,99,2023-11-01T10:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,PROSTITUTION INVESTIGATION,9126 Prostitution Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3216947,324620600,23174472,99,2023-11-02T19:27:00,"2400 Block Edgar St Pittsburgh, PA 15210",N,Carrick,3,MENTAL 201/302,9498 302 (Mental),2904,4,3,-79.98379397739455,40.386345927842754
3216948,324621923,23172127,27,2023-10-30T14:15:00,"Mifflin Rd & Lebanon Rd Pittsburgh, PA 15207",N,Hays,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3101,5,3,-79.92552142980811,40.37959663283788
3216949,324625916,23174573,14,2023-11-02T06:55:00,"300 Block S Aiken Ave Pittsburgh, PA 15224",N,Bloomfield,5,CRIM MISCHIEF,3304 Criminal Mischief. / 9489 Found Property,806,7,2,-79.93792684876074,40.46178571272699
3216950,324626374,23174533,99,2023-11-02T22:30:00,"1000 Block Constance St Pittsburgh, PA 15212",Y,East Allegheny,1,AIDED CASE,9497 Aided Case,2304,1,1,-79.99422286225301,40.457208654282304
3216951,324673499,23174924,6,2023-11-03T14:05:00,"Bartlett St & Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle,1408,5,3,-79.92288249885301,40.436029464735604
3216952,-3669000594,23173528,29,2023-11-01T04:33:00,"200 Block Fern St Pittsburgh, PA 15224",N,Garfield,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1016,9,2,-79.93738799846847,40.471784234564026
3216953,324463569,23173529,99,2023-11-01T04:42:00,"2300 Block Eccles St Pittsburgh, PA 15210",Y,South Side Slopes,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1608,3,3,-79.97426348624072,40.418144117718036
3216954,-3708000737,23173824,14,2023-11-01T11:15:00,"4300 Block Frank St Pittsburgh, PA 15217",N,Greenfield,4,CRIM MISCHIEF,3304 Criminal Mischief. / 901 Criminal Attempt,1517,5,3,-79.93369734352787,40.42104938923241
3216955,324501380,23173637,99,2023-11-01T11:15:00,"2800 Block Ardsley Ave Pittsburgh, PA 15226",N,Brookline,6,MENTAL 201/302,9498 302 (Mental),1918,,,,
3216956,324536274,23173841,10,2023-11-01T17:15:00,"2100 Block White Hill Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT,2709(a) Harassment.,509,,,,
3216957,324651157,23174768,6,2023-11-03T10:00:00,"1500 Block Fallowfield Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1916,4,5,-80.02417989980968,40.41286578732425
3216958,324652949,23174776,10,2023-11-03T10:14:00,"900 Block Reservoir Dr Pittsburgh, PA 15206",N,Highland Park,5,HARRASSMENT,2709 Harassment (Non-Specific) / 3361  Driving Vehicle at Safe Speed.,1106,,,,
3216959,324654911,23174838,6,2023-11-03T10:30:00,"100 Block S 26th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1609,3,3,-79.96910613356309,40.426323038597566
3216960,324665820,23174880,6,2023-11-03T13:18:00,"200 Block Rinne St Pittsburgh, PA 15210",N,Arlington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1603,1,1,-79.99361351005419,40.46659027664096
3216961,324674125,23174919,5,2023-11-02T07:00:00,"7400 Block Hermitage St Pittsburgh, PA 15208",N,Homewood North,5,BURGLARY,3502 Burglary.,1301,9,2,-79.89074488768188,40.45900099766822
3216962,324674899,23174941,6,2023-11-02T00:01:00,"100 Block Blakey Ct Pittsburgh, PA 15213",N,Terrace Village,2,THEFT FROM AUTO,3934 Theft from Vehicle,510,,,,
3216963,324676249,23174956,10,2023-11-02T20:24:00,"2400 Block Whited St Pittsburgh, PA 15226",N,Brookline,6,HARRASSMENT,2710 Ethnic Intimidation. / 2709 Harassment (Non-Specific),3206,4,5,-80.01260188420852,40.39459271383826
3216964,324676259,23174933,0,2023-11-03T15:00:00,"500 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,99,9093 Indirect Criminal Contempt,1113,8,2,-79.92494548024085,40.453010595276815
3216965,324677877,23174984,11,2023-11-02T16:00:00,"2700 Block Queensboro Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT BY DECEPTION,3922 Theft by Deception.,1918,4,5,-80.01881798945931,40.39038630875168
3216966,324685410,23175075,27,2023-11-03T19:15:00,"300 Block Marlow St Pittsburgh, PA 15220",N,Elliott,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2020,,,,
3216967,324688506,23175137,13,2023-11-03T21:21:00,"Frankstown Ave & Neuman Way Pittsburgh, PA 15221",Y,Homewood North,5,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property.,1301,9,2,-79.88753701236806,40.45540749697775
3216968,324690146,23175187,18,2023-11-03T23:49:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 9501 Bench Warrant,1702,3,3,-79.98331001737412,40.42869280365664
3216969,324692058,23175234,23,2023-11-04T01:57:00,"1600 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct. / 3503(b.1) Criminal Trespass - Simple Trespasser,1702,3,3,-79.9826498409866,40.42875471441499
3216970,324694345,23175240,10,2023-11-04T04:05:00,"100 Block Lytton Ave Pittsburgh, PA 15213",Y,North Oakland,4,SIMPLE ASSAULT,2706 Terroristic Threats. / 2701 Simple Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,403,8,3,-79.95463310157697,40.44610062015834
3216971,324553261,23173924,8,2023-11-01T19:38:00,"700 Block Ceres Way Pittsburgh, PA 15210",Y,Allentown,3,DANGEROUS BURNING,3301(d.1) Dangerous Burning,1803,3,5,-79.99581622789141,40.42324403505897
3216972,324559821,23174090,99,2023-11-02T04:08:00,"1000 Block Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.99489375503558,40.444227441414384
3216973,324572634,23174147,10,2023-11-02T06:39:00,"2200 Block Webster Ave Pittsburgh, PA 15219",N,Middle Hill,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",501,6,3,-79.97786699256748,40.44735455758375
3216974,324575568,23174142,99,2023-11-02T08:02:00,"1300 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,FOUND PROPERTY,9489 Found Property,3206,4,5,-80.01084971264898,40.392270468816726
3216975,324576620,23174181,99,2023-10-31T17:30:00,"6300 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,LOST PROPERTY,9504 Lost Property,1115,,,,
3216976,324581629,23174182,99,2023-11-02T09:00:00,"1700 Block Bentley Dr Pittsburgh, PA 15219",N,Terrace Village,2,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,511,,,,
3216977,324588803,23174254,0,2023-11-02T12:30:00,"400 Block Edgemnot St Pittsburgh, PA 15211",Y,Mount Washington,3,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,1807,3,5,-80.00059358678973,40.422256592670394
3216978,324594905,23174281,0,2023-11-02T13:25:00,"7100 Block Hamilton Ave Pittsburgh, PA 15208",N,Homewood South,5,99,9998 Overdose Other,1303,9,2,-79.8995940592214,40.455112431555634
3216979,324599836,23174272,10,2023-11-02T12:51:00,"200 Block East Ohio St Pittsburgh, PA 15212",Y,Allegheny Center,1,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,2204,,,,
3216980,-3698000211,23174350,99,2023-11-02T15:24:00,"700 Block Mercer St Pittsburgh, PA 15219",N,Crawford-Roberts,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),305,,,,
3216981,324681464,23174993,0,2023-11-03T17:06:00,"1200 Block Federal St N Pittsburgh, PA 15212",Y,Allegheny Center,1,99,9998 Overdose Other,2204,1,1,-80.00649196783617,40.45603437251375
3216982,324688467,23175154,10,2023-11-03T22:00:00,"300 Block E Elizabeth St Pittsburgh, PA 15207",N,Hazelwood,4,TERRORISTIC THREATS,2706 Terroristic Threats.,1515,5,3,-79.9472120826774,40.40656849017254
3216983,324693042,23175213,9,2023-11-04T00:49:00,"6600 Block Frankstown Ave Pittsburgh, PA 15206",Y,Larimer,5,TAMPER WITH/FAB PHYS EVIDENCE,"4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 4106 Access Device Fraud / 6106 Firearms not to be Carried without a License. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 9501 Bench Warrant / 6110.2 Possesion of Firearm with Altered Mfg. Number / 6110.1 Possesion of Firearm by Minor / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 3543 Pedestrians Crossing at Other Than Crosswalks.",1208,9,2,-79.9108728427252,40.45944023398032
3216984,324707450,23175430,6,2023-11-04T12:30:00,"2400 Block Allequippa St Pittsburgh, PA 15213",N,Terrace Village,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,510,,,,
3216985,324722914,23175729,14,2023-11-04T23:30:00,"100 Block Addison St Pittsburgh, PA 15219",N,Terrace Village,2,CRIM MISCHIEF,3304 Criminal Mischief.,511,,,,
3216986,324726088,23175814,18,2023-11-05T03:11:00,"Frankstown Ave & Brushton Ave Pittsburgh, PA 15221",Y,Homewood North,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 3802(a)(1) DUI - General Impairment / 3332 Limitations on Turning Around.,1301,9,2,-79.88809638571746,40.45553443888364
3216987,-3545226520,23175864,99,2023-11-05T09:44:00,"100 Block Minooka St Pittsburgh, PA 15210",Y,Carrick,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2901,4,3,-79.99228287256095,40.40349485028547
3216988,324771837,23176275,6,2023-11-06T06:30:00,"600 Block College St Pittsburgh, PA 15232",N,Shadyside,4,THEFT FROM AUTO,3934 Theft from Vehicle,705,,,,
3216989,324773608,23176281,6,2023-11-06T07:45:00,"100 Block Aaron Ave Pittsburgh, PA 15234",N,Overbrook,3,THEFT FROM AUTO,3934 Theft from Vehicle / 901 Criminal Attempt,3207,,,,
3216990,324775092,23176297,6,2023-11-06T07:45:00,"Lawn St & Ophelia St Pittsburgh, PA 15213",N,South Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,409,6,3,-79.96577404988031,40.435747647646096
3216991,324700395,23174920,10,2023-11-03T15:00:00,"700 Block Mellon St Pittsburgh, PA 15206",N,Highland Park,5,HARRASSMENT,2709 Harassment (Non-Specific),1102,,,,
3216992,324703961,23175365,0,2023-11-04T10:16:00,"200 Block Peach St Erie, PA 16509",N,Outside City,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,,
3216993,324711511,23175464,18,2023-11-04T14:13:00,"400 Block Blvd Of The Allies Pittsburgh, PA 15219",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,201,,,,
3216994,324715767,23175566,99,2023-11-04T17:49:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",Y,East Hills,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1306,9,2,-79.87406755546291,40.45320444634244
3216995,324715775,23175547,0,2023-11-04T17:30:00,"1000 Block Wheeler St Pittsburgh, PA 15221",N,Homewood North,5,99,9999 9999 - (Misc. Incident): ,1301,9,2,-79.88451391990868,40.45768103919456
3216996,324621143,23174439,17,2023-11-02T18:17:00,"Colwell St & Dinwiddie St Pittsburgh, PA 15219",Y,Crawford-Roberts,2,OPEN LEWDNESS,5901 Open Lewdness. / 13(a)(32) Paraphernalia - Use or Possession,305,6,3,-79.98072576800557,40.43905499671826
3216997,324625307,23174536,0,2023-11-02T21:45:00,"200 Block Joyce Ter Pittsburgh, PA 15207",N,Hazelwood,4,99,9994 PFA Service,1515,,,,
3216998,324629735,23174595,6,2023-11-02T23:45:00,"Fulton St & Page St Pittsburgh, PA 15233",N,Manchester,1,THEFT FROM AUTO,3934 Theft from Vehicle,2107,6,1,-80.02385993486092,40.45160466353328
3216999,324632252,23174651,27,2023-11-03T02:45:00,"700 Block Casino Dr Pittsburgh, PA 15212",N,Manchester,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2107,,,,
3217000,324652675,23174786,14,2023-11-03T10:00:00,"2800 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,CRIM MISCHIEF,3304 Criminal Mischief.,203,7,6,-79.97522516855234,40.45685224474889
3217001,324673641,23174883,6,2023-11-03T13:17:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant",201,6,6,-79.99740883167522,40.441533222252524
3217002,324675703,23174439,17,2023-11-02T18:17:00,"Colwell St & Dinwiddie St Pittsburgh, PA 15219",Y,Crawford-Roberts,2,OPEN LEWDNESS,5901 Open Lewdness. / 13(a)(32) Paraphernalia - Use or Possession,305,6,3,-79.98072576800557,40.43905499671826
3217003,324687729,23175114,6,2023-11-03T20:45:00,"4600 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,507,6,3,-79.95199168900636,40.451909654279476
3217004,324776485,23176311,6,2023-11-06T08:20:00,"2100 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1413,5,3,-79.92323754745422,40.433514196571934
3217005,324778956,23176327,6,2023-11-06T08:15:00,"80 Block S 14th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1702,3,3,-79.98422359802768,40.42733103114618
3217006,324790545,23176354,27,2023-10-29T23:05:00,"5th Ave & Wilkins Ave Pittsburgh, PA 15232",Y,Shadyside,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1786 Required Financial Responsibility.,703,8,3,-79.93729511401358,40.44780010041867
